GOOD_NAME_CLEANED,GOOD_NAME_NORMALIZED,ADG_CODE_CLEANED,BRAND,CATEGORY,weight_g,volume_ml,count
Լվացքի Փոշի Սավեքս 3045կգսպիտակ///////////,Լվացքի Փոշի 3045կգսպիտակ///////////,3401,Savax,Household,0.0,0.0,0.0
Լվացքի փափկ միջոց SAVEX 800ml,Լվացքի փափկ միջոց,3401,Savax,Household,0.0,800.0,0.0
Լվացքի փոշի Սավեքս 2-ը 1-ում ֆրեշ ավտոմատ կ,Լվացքի փոշի 2-ը 1-ում ֆրեշ ավտոմատ կ,3402,Savax,Household,0.0,0.0,0.0
Հաբ զուգարանի կանաչ WCԿոլորադո,Հաբ զուգարանի կանաչ WCԿոլորադո,3402,Unknown,Other,0.0,0.0,0.0
ԼՎԱՑՔԻ ՓՈՇԻ ՍԱՎԵՔՍ ԿԳ?? 871,ԼՎԱՑՔԻ ՓՈՇԻ ԿԳ?? 871,3402,Savax,Household,0.0,0.0,0.0
Սավեկս SOFT 0 8 լ,Սավեկս SOFT 0,3402,Unknown,Clothing,0.0,8000.0,0.0
Լվացքի փոշի Savex 1 2կգ հատ,Լվացքի փոշի 1 հատ,3402,Savax,Household,2000.0,0.0,0.0
Լվ փոշի Savex Color 5 4կգ,Լվ փոշի Color 5,3402,Savax,Household,4000.0,0.0,0.0
ԳՈՐԾՎԱԾՔ ՓԱՓԿԵՑՆՈՂ ՄԻՋՈՑ՝ ՀԵՂՈՒԿ SAVEX 900ՄԼ -6600 ՀԱՏ,ԳՈՐԾՎԱԾՔ ՓԱՓԿԵՑՆՈՂ ՄԻՋՈՑ՝ ՀԵՂՈՒԿ -,3402,Savax,Clothing,0.0,900.0,6600.0
Լվացքի փոշի Savex Premium fresh 3 կգ,Լվացքի փոշի Premium fresh,3402,Savax,Household,3000.0,0.0,0.0
Սավեքս Soft Sunny MYstic romantic 1 5,Soft Sunny MYstic romantic 1 5,3402,Savax,Clothing,0.0,0.0,0.0
սավեքս 1 2կգ փիրուզ 2/1,1 փիրուզ 2/1,3402,Savax,Other,2000.0,0.0,0.0
Լվ փոշի Savex 3 450կգ,Լվ փոշի 3,3402,Savax,Household,450000.0,0.0,0.0
Սավեքս 0 94լ Հեղուկ,0 Հեղուկ,3402,Savax,Other,0.0,94000.0,0.0
Լվացքի փոշի Savex ավտ 8կգ,Լվացքի փոշի ավտ,3402,Savax,Household,8000.0,0.0,0.0
Թ Փրփուր Ժիլետ 200մլ,Թ Փրփուր,3402,Gillette,Clothing,0.0,200.0,0.0
սավեքս լվացքի փոշի ավտ 3 45 կգ,լվացքի փոշի ավտ 3,3402,Savax,Household,45000.0,0.0,0.0
ԼՎԱՑՔԻ ՓՈՇԻ SAVEX 3ԿԳ -1200 ՀԱՏ,ԼՎԱՑՔԻ ՓՈՇԻ -,3402,Savax,Household,3000.0,0.0,1200.0
Լվացքի փոշի Սավեքս 2-ը 1-ում ֆրեշ ավտոմատ 2 5,Լվացքի փոշի 2-ը 1-ում ֆրեշ ավտոմատ 2 5,3402,Savax,Household,0.0,0.0,0.0
Լվացքի փոշի Savex գունավոր կգ,Լվացքի փոշի գունավոր կգ,3402,Savax,Household,0.0,0.0,0.0
Savex 2 in1 1 2 kg,2 in1 1,3402,Savax,Clothing,2000.0,0.0,0.0
Լվացքի փոշի Սավեքս պրեմիում գունավոր ավտոմատ 400գ,Լվացքի փոշի պրեմիում գունավոր ավտոմատ,3402,Savax,Household,400.0,0.0,0.0
Սավեքս Լվացքի կոնդիցիոներ Սոֆթ 1 5լ,Լվացքի կոնդիցիոներ Սոֆթ 1,3402,Savax,Household,0.0,5000.0,0.0
Լվացքի կապսուլա Savex 15հատ/ 28հատ,Լվացքի կապսուլա /,3402,Savax,Household,0.0,0.0,15.0
Հեղուկ լվացքի Savex գունավոր 2 7լ,Հեղուկ լվացքի գունավոր 2,3402,Savax,Household,0.0,7000.0,0.0
ԼՎԱՑՔԻ ՓՈՇԻ SAVEX 8ԿԳ -2400 ՀԱՏ,ԼՎԱՑՔԻ ՓՈՇԻ -,3402,Savax,Household,8000.0,0.0,2400.0
լվացքի փոշի Savex 2 25կգ ավտ COLOR,լվացքի փոշի 2 ավտ COLOR,3402,Savax,Household,25000.0,0.0,0.0
Լվացքի Փոշի Սավեքս Գունավոր 2 25կգ,Լվացքի Փոշի Գունավոր 2,3402,Savax,Household,25000.0,0.0,0.0
Սավեքս լվացքի կոճակ 28հ,լվացքի կոճակ,3402,Savax,Household,0.0,0.0,28.0
ԼՎ ՓՈՇԻ COLOR 5 4կգ SAVEX,ԼՎ ՓՈՇԻ COLOR 5,3402,Savax,Household,4000.0,0.0,0.0
Լվացքի փոշի Սավեքս 5 4կգ գունավոր և խնամք 7947,Լվացքի փոշի 5 գունավոր և խնամք 7947,3402,Savax,Household,4000.0,0.0,0.0
Լվացքի կոնդից 1լ Deluxe Love Passion Soft Silk 5,Լվացքի կոնդից Deluxe Love Passion Soft Silk 5,3402,Unknown,Household,0.0,1000.0,0.0
Լվացքի փոշի Savex ավտ Գունավոր/Սպիտակ 9կգ,Լվացքի փոշի ավտ Գունավոր/Սպիտակ,3402,Savax,Household,9000.0,0.0,0.0
Կրեմ Նիվեա Կապույտ 75մլ,Կրեմ Կապույտ,3402,Nivea,Cosmetics,0.0,75.0,0.0
ԳՈՐԾՎԱԾՔ ՓԱՓԿԵՑՆՈՂ ՄԻՋՈՑ՝ ՀԵՂՈՒԿ SAVEX 800ՄԼ - 720 ՀԱՏ,ԳՈՐԾՎԱԾՔ ՓԱՓԿԵՑՆՈՂ ՄԻՋՈՑ՝ ՀԵՂՈՒԿ -,3402,Savax,Clothing,0.0,800.0,720.0
Լվացքի Փոշի կգ Սավեքս,Լվացքի Փոշի կգ,3402,Savax,Household,0.0,0.0,0.0
Լվացքի հեղուկ Սավեքս սպիտակ-գունավոր 0 945լ,Լվացքի հեղուկ սպիտակ-գունավոր 0,3402,Savax,Household,0.0,945000.0,0.0
Լվացքի փոշի Սավեքս Կոլոր 3կգ,Լվացքի փոշի Կոլոր,3402,Savax,Household,3000.0,0.0,0.0
Լվ Փոշի Սավեքս Պրեմ Ավտ Սպ Գուն 2 25 կգ,Լվ Փոշի Պրեմ Ավտ Սպ Գուն 2,3402,Savax,Household,25000.0,0.0,0.0
Գել Նիվեա 200մլ սափրվելու համար,Գել սափրվելու համար,3402,Nivea,Cosmetics,0.0,200.0,0.0
սավեքս 3 45,3 45,3402,Savax,Other,0.0,0.0,0.0
Լվացքի փոշի Սավեքս white colour 2_1 Ավտոմատ 30,Լվացքի փոշի white colour 2_1 Ավտոմատ 30,3402,Savax,Household,0.0,0.0,0.0
SAVEX Liquid Premium Color 1 8L,Liquid Premium Color 1,3402,Savax,Clothing,0.0,8000.0,0.0
Լվ փոշի Savex 2 25 կգ,Լվ փոշի 2,3402,Savax,Household,25000.0,0.0,0.0
Coca-Cola Jack Daniels 0 33լ,Jack Daniels 0,3402,Coca-Cola,Beverages,0.0,33000.0,0.0
Լ Փ Սավեքս Ավտոմատ 400գ S,Լ Փ Ավտոմատ S,3402,Savax,Auto Parts,400.0,0.0,0.0
ԱՆՁ ՍԻԼՔ ՍՈՖԹ 0 72Հ,ԱՆՁ ՍԻԼՔ ՍՈՖԹ 0,3402,Unknown,Other,0.0,0.0,72.0
Լվացքի Փոշի Սավեքս Գունավոր պրեմիում 2 25կգ,Լվացքի Փոշի Գունավոր պրեմիում 2,3402,Savax,Household,25000.0,0.0,0.0
Լվացքի փոշի Savex 5 4կգ 4600,Լվացքի փոշի 5 4600,3402,Savax,Household,4000.0,0.0,0.0
լվացքի փափկեցնող հեղուկ Savex 800մլ,լվացքի փափկեցնող հեղուկ,3402,Savax,Household,0.0,800.0,0.0
Savex 3 45 kg լվածքի փոշի,3 լվածքի փոշի,3402,Savax,Household,45000.0,0.0,0.0
Սավեքս 300գր Ձեռքի,Ձեռքի,3402,Savax,Other,300.0,0.0,0.0
Լվացքի փոշի Սավեքս 2in1 8կգ,Լվացքի փոշի 2in1,3402,Savax,Household,8000.0,0.0,0.0
Ա/խ Colgate Extra Clean,Ա/խ Extra Clean,3405,Colgate,Clothing,0.0,0.0,0.0
MERCEDES-BENZ Ա/Մ-Ի ԴԻՄԱՊԱԿՈՒ ՏԵՂԱԴՐՄԱՆ ՀԱՄԱՐ ՆԱԽԱՏԵՍՎԱԾ ԱՄՐԱՑՆՈՂ ՍՈՍԻՆՁ 1 ՀԱՏ A 000 989 4905 11,Ա/Մ-Ի ԴԻՄԱՊԱԿՈՒ ՏԵՂԱԴՐՄԱՆ ՀԱՄԱՐ ՆԱԽԱՏԵՍՎԱԾ ԱՄՐԱՑՆՈՂ ՍՈՍԻՆՁ A 000 989 4905 11,3506,Mercedes-Benz,Auto Parts,0.0,0.0,1.0
ԲԵւԵԿՆԻ ԲԵւԵԿՆԱՅՈւՂ ՆԿԱՐՉԱԿԱՆ ԱՇԽԱՏԱՆՔՆԵՐԻ ՀԱՄԱՐ COLART 6հատ x 75մլ,ԲԵւԵԿՆԻ ԲԵւԵԿՆԱՅՈւՂ ՆԿԱՐՉԱԿԱՆ ԱՇԽԱՏԱՆՔՆԵՐԻ ՀԱՄԱՐ COLART x,3805,Unknown,Clothing,0.0,75.0,6.0
Մոծակի հաբ կանաչ լիստով,Մոծակի հաբ կանաչ լիստով,3808,Unknown,Other,0.0,0.0,0.0
ԼԱԲՈՐԱՏՈՐ ԱԽՏՈՐՈՇԻՉ ԱԶԴԱՆՅՈՒԹԵՐ ՈՉ ԱՆԱՍՆԱԲՈՒԺԱԿԱՆ AESKU DIAGNOSTICS ԱՊՐԱՆՔԱՆԻՇԻ,ԼԱԲՈՐԱՏՈՐ ԱԽՏՈՐՈՇԻՉ ԱԶԴԱՆՅՈՒԹԵՐ ՈՉ ԱՆԱՍՆԱԲՈՒԺԱԿԱՆ AESKU DIAGNOSTICS ԱՊՐԱՆՔԱՆԻՇԻ,3822,Unknown,Clothing,0.0,0.0,0.0
Անկյուն պատի դրսի սպիտակ 30-30,Անկյուն պատի դրսի սպիտակ 30-30,3901,Unknown,Other,0.0,0.0,0.0
DECOSTYLE ՔԻՎ S-8,DECOSTYLE ՔԻՎ S-8,3916,Unknown,Clothing,0.0,0.0,0.0
խող P V C կանաչ 1/2,խող P V C կանաչ 1/2,3917,Unknown,Other,0.0,0.0,0.0
ՍԵՎ ԽՈՂՈՎԱԿ ԷԺԱՆ F40 11/4 ԿԱՆԱՉ ԿԱՊՈՒՅՏ ԿՈԴ PO40,ՍԵՎ ԽՈՂՈՎԱԿ ԷԺԱՆ F40 11/4 ԿԱՆԱՉ ԿԱՊՈՒՅՏ ԿՈԴ PO40,3917,Unknown,Other,0.0,0.0,0.0
ՄԱՐԴԱՏԱՐ Ա/Մ-Ի ՕԴԱՏԱՐ ՊԼ ՃԿԱԽՈՂՈՎԱԿ՝ ՈՒՆԻՎԵՐՍԱԼ MERCEDES-BENZ ԱՊՐԱՆՔԱՅԻՆ ՆՇԱՆԻ ԱՐՏԻԿՈՒԼ՝ A1665000161 1 ՀԱՏ,ՄԱՐԴԱՏԱՐ Ա/Մ-Ի ՕԴԱՏԱՐ ՊԼ ՃԿԱԽՈՂՈՎԱԿ՝ ՈՒՆԻՎԵՐՍԱԼ ԱՊՐԱՆՔԱՅԻՆ ՆՇԱՆԻ ԱՐՏԻԿՈՒԼ՝ A1665000161,3917,Mercedes-Benz,Auto Parts,0.0,0.0,1.0
Պլ ճռիկ սև սպիտակ 3 6x250 AVG,Պլ ճռիկ սև սպիտակ 3 6x250 AVG,3917,Unknown,Other,0.0,0.0,0.0
Պայկի կցան S-32,Պայկի կցան S-32,3917,Unknown,Clothing,0.0,0.0,0.0
սև դետալ S 32կ,սև դետալ S 32կ,3917,Unknown,Clothing,0.0,0.0,0.0
ՊԼԱՍՏԻԿ ՊԻՏԱԿՆԵՐ ՏՊԱԳՐՎԱԾ COCA-COLA SHARE A COKE AR 2025 90137 ՀԱՏ,ՊԼԱՍՏԻԿ ՊԻՏԱԿՆԵՐ ՏՊԱԳՐՎԱԾ SHARE A COKE AR 2025,3919,Coca-Cola,Beverages,0.0,0.0,90137.0
Երկկողմանի սկոչ կանաչ 12մմ-5մ,Երկկողմանի սկոչ կանաչ 12մմ-5մ,3919,Unknown,Household,0.0,0.0,0.0
լենթ սամակլեյուշի 12W մետրով սպիտակ,լենթ սամակլեյուշի 12W մետրով սպիտակ,3919,Unknown,Other,0.0,0.0,0.0
Սկոչ ցել սպիտակ 50մմ 70մ,Սկոչ ցել սպիտակ 50մմ 70մ,3919,Unknown,Household,0.0,0.0,0.0
ԹՂԹԵ ՍԿՈՉ ԴԵՂԻՆ HONGSHENG 2 4ՍՄX25Մ,ԹՂԹԵ ՍԿՈՉ ԴԵՂԻՆ HONGSHENG 2 4ՍՄX25Մ,3919,Unknown,Household,0.0,0.0,0.0
Գորգ Zafira B Սեվ/Սեվ,Գորգ Zafira B Սեվ/Սեվ,3921,Unknown,Household,0.0,0.0,0.0
ԼՈԳԱՐԱՆԻ ՊՈԼԿԱ 2 ՀԱՐԿ ԱՆԿՅՈՒՆԱՅԻՆ SAVOL S-002514-2,ԼՈԳԱՐԱՆԻ ՊՈԼԿԱ 2 ՀԱՐԿ ԱՆԿՅՈՒՆԱՅԻՆ SAVOL S-002514-2,3922,Unknown,Clothing,0.0,0.0,2.0
սիֆոնի գլուխ սպիտակ Z011-23047 40691,սիֆոնի գլուխ սպիտակ Z011-23047 40691,3922,Unknown,Other,0.0,0.0,0.0
Ունիտազի կափարիչ փափուկ սպիտակ գունավոր,Ունիտազի կափարիչ փափուկ սպիտակ գունավոր,3922,Unknown,Other,0.0,0.0,0.0
ՊԼԱՍՏՄԱՍՍԵ ԱՐԿՂԵՐ COCA COLA ԼՈԳՈՏԻՊՈՎ 2628 ՀԱՏ,ՊԼԱՍՏՄԱՍՍԵ ԱՐԿՂԵՐ ԼՈԳՈՏԻՊՈՎ,3923,Coca-Cola,Clothing,0.0,0.0,2628.0
Վանտուզ ROSE փոքր,Վանտուզ ROSE փոքր,3923,Unknown,Clothing,0.0,0.0,0.0
վազ կեռամիկա AV-12041 կանաչ,վազ կեռամիկա AV-12041 կանաչ,3924,Unknown,Auto Parts,0.0,0.0,0.0
Սպունգ խոհ VILEDA 1հ 440դր կանաչ,Սպունգ խոհ VILEDA 440դր կանաչ,3924,Unknown,Clothing,0.0,0.0,1.0
Բլյուդա Կանաչ Գծավոր Հ8 ԱՎ-12026,Բլյուդա Կանաչ Գծավոր Հ8 ԱՎ-12026,3924,Unknown,Other,0.0,0.0,0.0
ԲԵՐԱՆԻ ԽՈՌՈՉԻ ԽՆԱՄՔ COLGATE Եռակի ազդեցություն 50,ԲԵՐԱՆԻ ԽՈՌՈՉԻ ԽՆԱՄՔ Եռակի ազդեցություն 50,3924,Colgate,Clothing,0.0,0.0,0.0
Մետր կանաչ 3մ,Մետր կանաչ 3մ,3924,Unknown,Other,0.0,0.0,0.0
Соединитель К55 ДУБ РСТ 220 03 С,Соединитель К55 ДУБ РСТ 220 03 С,3925,Unknown,Other,0.0,0.0,0.0
Շրջանակ 3տեղ սպիտակ 018139,Շրջանակ 3տեղ սպիտակ 018139,3925,Unknown,Other,0.0,0.0,0.0
սեղմիչ խամուտ պլաստմասե 3 6 300 ս,սեղմիչ խամուտ պլաստմասե 3 6 300 ս,3925,Unknown,Other,0.0,0.0,0.0
Շրջանակ 1 տեղանոց սպիտակ OVIVO GRANO,Շրջանակ 1 տեղանոց սպիտակ OVIVO GRANO,3925,Unknown,Other,0.0,0.0,0.0
S 110 3F PP KALDO 22682,S 110 3F PP KALDO 22682,3925,Unknown,Clothing,0.0,0.0,0.0
Ակ սպիտակ տափակ HTS 551,Ակ սպիտակ տափակ HTS 551,3925,Unknown,Clothing,0.0,0.0,0.0
Կառնեզ Քիվ DecoStyie S-8,Կառնեզ Քիվ DecoStyie S-8,3925,Unknown,Clothing,0.0,0.0,0.0
Շրջանակ սպիտակ 3տ Legrand,Շրջանակ սպիտակ 3տ Legrand,3925,Unknown,Clothing,0.0,0.0,0.0
տուփ վարդակի 1 տեղ կանաչ,տուփ վարդակի 1 տեղ կանաչ,3925,Unknown,Other,0.0,0.0,0.0
MERCEDES GT63 2020 թ Ա/Մ-ի ԱՌՋևԻ ՊԼ ԼՐԱԹևԻԿ- 2 ՀԱՏ A2906906700,GT63 2020 թ Ա/Մ-ի ԱՌՋևԻ ՊԼ ԼՐԱԹևԻԿ- A2906906700,3926,Mercedes-Benz,Auto Parts,0.0,0.0,2.0
MERCEDES BENZ GLE 2019-2022Թ ԱՎՏՈՄԵՔԵՆԱՅԻ ՋՐԻ ԸՆԴԱՐՁԱԿՄԱՆ ԲԱԿ MERCEDES BENZ A1675009900-4 ՀԱՏ,GLE 2019-2022Թ ԱՎՏՈՄԵՔԵՆԱՅԻ ՋՐԻ ԸՆԴԱՐՁԱԿՄԱՆ ԲԱԿ A1675009900-,3926,Mercedes-Benz,Auto Parts,0.0,0.0,4.0
խամուտ լարի PROWATT 8 8 700մմ 100հատ սպիտակ,խամուտ լարի PROWATT 8 8 700մմ սպիտակ,3926,Unknown,Other,0.0,0.0,100.0
ռեզին հագուստի սև սպիտակ -200,ռեզին հագուստի սև սպիտակ -200,3926,Unknown,Other,0.0,0.0,0.0
Բեյջ Attache 99x78 1345356,Բեյջ Attache 99x78 1345356,3926,Unknown,Other,0.0,0.0,0.0
Կ Ս Կախիչ 4 yq-461 oct22-884,Կ Ս Կախիչ 4 yq-461 oct22-884,3926,Unknown,Household,0.0,0.0,0.0
SAMSUNG A12 A02 A13 A03 A,A12 A02 A13 A03 A,3926,Samsung,Electronics,0.0,0.0,0.0
Միակողմանի կողպման ամրակ КСС 4х200 սպիտակ 100հատ,Միակողմանի կողպման ամրակ КСС 4х200 սպիտակ,3926,Unknown,Other,0.0,0.0,100.0
15413 Շուռուպի կապարիչ GOZNUR սպիտակ 250հատ,15413 Շուռուպի կապարիչ GOZNUR սպիտակ,3926,Unknown,Other,0.0,0.0,250.0
2006 Թ ԼՐԱԿԱԶՄՈՒԹՅԱՆ MERCEDES-BENZ SPRINTER ԱՎՏՈՄԵՔԵՆԱՅԻ ԱՆԻՎՆԵՐԻ ՊԼ ԿԱՓԱՐԻՉ /ԿԱԼՊԱԿ/ ROTWEISS ՄԱԿՆՇՄԱՄԲ 40 ՀԱՏ /ԱՐՏԻԿՈՒԼ RWS1099/,2006 Թ ԼՐԱԿԱԶՄՈՒԹՅԱՆ SPRINTER ԱՎՏՈՄԵՔԵՆԱՅԻ ԱՆԻՎՆԵՐԻ ՊԼ ԿԱՓԱՐԻՉ /ԿԱԼՊԱԿ/ ROTWEISS ՄԱԿՆՇՄԱՄԲ /ԱՐՏԻԿՈՒԼ RWS1099/,3926,Mercedes-Benz,Auto Parts,0.0,0.0,40.0
MERCEDES-BENZ Ա/Մ-Ի ՌԵՏԻՆԵ ԽՈՂՈՎԱԿ 1 ՀԱՏ A 000 429 5401,Ա/Մ-Ի ՌԵՏԻՆԵ ԽՈՂՈՎԱԿ A 000 429 5401,4009,Mercedes-Benz,Auto Parts,0.0,0.0,1.0
Ա/Մ-Ի ՌԵՏԻՆԵ ԽՈՂՈՎԱԿՆԵՐ ՀԱՄԱԿՑՎԱԾ ՄԱՆԱԾԱԳՈՐԾԱԿԱՆ ՆՅՈՒԹԵՐԻ ՀԵՏ ԿՑԱՄԱՍԵՐՈՎ LAND ROVER ԱՊՐԱՆՔԱՆԻՇԻ P/N LR019277 Range Rover Evoque Freelander Discovery Sport 12 ՀԱՏ,Ա/Մ-Ի ՌԵՏԻՆԵ ԽՈՂՈՎԱԿՆԵՐ ՀԱՄԱԿՑՎԱԾ ՄԱՆԱԾԱԳՈՐԾԱԿԱՆ ՆՅՈՒԹԵՐԻ ՀԵՏ ԿՑԱՄԱՍԵՐՈՎ LAND ROVER ԱՊՐԱՆՔԱՆԻՇԻ P/N LR019277 Range Rover Evoque Freelander Discovery Sport,4009,Unknown,Auto Parts,0.0,0.0,12.0
ՃԿԱԽՈՂՈՎԱԿ 3/4 ՍԻԼԻԿՈՆ ԿԱՆԱՉ ԿԱՊՈՒՅՏ-ԿԱՐՄԻՐ ԳԾ MM,ՃԿԱԽՈՂՈՎԱԿ 3/4 ՍԻԼԻԿՈՆ ԿԱՆԱՉ ԿԱՊՈՒՅՏ-ԿԱՐՄԻՐ ԳԾ MM,4009,Unknown,Clothing,0.0,0.0,0.0
ՌԵՏԻՆԵ ՇԱՐԺԱՓՈԿԵՐ ՄԱՐԴԱՏԱՐ MERCEDES-BENZ Ա/Մ-Ի ՀԱՄԱՐ ԱՌԱՆՑ ԱՊՐԱՆՔԱՆԻՇԻ -25ՀԱՏ 2006-2009_x000D_ 6PK2380,ՌԵՏԻՆԵ ՇԱՐԺԱՓՈԿԵՐ ՄԱՐԴԱՏԱՐ Ա/Մ-Ի ՀԱՄԱՐ ԱՌԱՆՑ ԱՊՐԱՆՔԱՆԻՇԻ - 2006-2009_x000D_ 6PK2380,4010,Mercedes-Benz,Auto Parts,0.0,0.0,25.0
ՄԱՐԴԱՏԱՐ MERCEDES BENZ Ա/Մ Ի ՌԵՏԻՆԵ ԱՆԾԱՅՐ ՇԱՐԺԱՓՈԿԵՐ CONTITECH ԱՊՐԱՆՔԱՅԻՆ ՆՇԱՆՈՎ 10 ՀԱՏ ԱՐՏ 6PK2225,ՄԱՐԴԱՏԱՐ Ա/Մ Ի ՌԵՏԻՆԵ ԱՆԾԱՅՐ ՇԱՐԺԱՓՈԿԵՐ CONTITECH ԱՊՐԱՆՔԱՅԻՆ ՆՇԱՆՈՎ ԱՐՏ 6PK2225,4010,Mercedes-Benz,Auto Parts,0.0,0.0,10.0
անվադող TOYO 235/35R20 92Y PROXES SPORT 2 TT T,անվադող TOYO 235/35R20 92Y PROXES SPORT 2 TT T,4011,Unknown,Clothing,0.0,0.0,0.0
Լոգանքի Գել NIVEA Օվկիանոս 250մլ,Լոգանքի Գել Օվկիանոս,4014,Nivea,Cosmetics,0.0,250.0,0.0
ՀՈՏԱԶԵՐԾԻՉ ՌՈԼԼ ՆԻՎԵԱ ՏՂԱՄԱՐԴՈՒ 50ՄԼ,ՀՈՏԱԶԵՐԾԻՉ ՌՈԼԼ ՏՂԱՄԱՐԴՈՒ,4014,Nivea,Cosmetics,0.0,50.0,0.0
Սպորտ վերխ կապիշոն,Սպորտ վերխ կապիշոն,4015,Unknown,Clothing,0.0,0.0,0.0
Ժիլետ Գործվածք 6000,Գործվածք 6000,4015,Gillette,Clothing,0.0,0.0,0.0
Ձեռնոց ռետինե Paclan Prof S 407847 7728,Ձեռնոց ռետինե Paclan Prof S 407847 7728,4015,Unknown,Auto Parts,0.0,0.0,0.0
Շապիկ կանացի Alex սև W2001 4XL,Շապիկ կանացի սև W2001 4XL,4015,Alex,Clothing,0.0,0.0,0.0
Զուգագուլպա ALEX SUPPORT 20D տեսակ,Զուգագուլպա SUPPORT 20D տեսակ,4015,Alex,Clothing,0.0,0.0,0.0
1997Թ MERCEDES-BENZ ՄԱՐԴԱՏԱՐ ԱՎՏՈՄԵՔԵՆԱՅԻ ՇԱՐԺԻՉԻ ՀԵՆԱԲԱՐՁԵՐ ՄԵՏԱՂՈՎ ԼՑՎԱԾ ՎՈՒԼԿԱՆԱՑՎԱԾ ՌԵՏԻՆԻՑ LEMFOERDER ԱՊՐԱՆՔԱՅԻՆ ՆՇԱՆՈՎ ZF ՖԻՐՄԱՅԻ ԱՐՏԻԿՈՒԼ 25061 01 - 10ՀԱՏ ՀՀ ՊԵԿ Մ Ս ՕԲՅԵԿՏՆԵՐԻ ԳՐԱՆՑԱՄԱՏՅԱՆԻ ԹԻՎ 627 ՏՈՂ,1997Թ ՄԱՐԴԱՏԱՐ ԱՎՏՈՄԵՔԵՆԱՅԻ ՇԱՐԺԻՉԻ ՀԵՆԱԲԱՐՁԵՐ ՄԵՏԱՂՈՎ ԼՑՎԱԾ ՎՈՒԼԿԱՆԱՑՎԱԾ ՌԵՏԻՆԻՑ LEMFOERDER ԱՊՐԱՆՔԱՅԻՆ ՆՇԱՆՈՎ ZF ՖԻՐՄԱՅԻ ԱՐՏԻԿՈՒԼ 25061 01 - ՀՀ ՊԵԿ Մ Ս ՕԲՅԵԿՏՆԵՐԻ ԳՐԱՆՑԱՄԱՏՅԱՆԻ ԹԻՎ 627 ՏՈՂ,4016,Mercedes-Benz,Auto Parts,0.0,0.0,10.0
Сальник вала сошки рулевого управления с пружиной,Сальник вала сошки рулевого управления с пружиной,4016,Unknown,Other,0.0,0.0,0.0
MERCEDES-BENZ Ա/Մ-Ի ՌԵՏԻՆԵ ՄԻՋԱԴԻՐՆԵՐ 10 ՀԱՏ A 022 997 6045,Ա/Մ-Ի ՌԵՏԻՆԵ ՄԻՋԱԴԻՐՆԵՐ A 022 997 6045,4016,Mercedes-Benz,Auto Parts,0.0,0.0,10.0
KV21121003020 Прокладка ГБЦ для ам ВАЗ2110 с герме,KV21121003020 Прокладка ГБЦ для ам ВАЗ2110 с герме,4016,Unknown,Auto Parts,0.0,0.0,0.0
Ա/Մ-Ի ՄԵՏԱՂԱՊԱՐՈՒՆԱԿ ՌԵՏԻՆԵ ՍԱՅԼԵՆՏԲԼՈԿ Mercedes Benz Ml-Class 164 2004-2011 3 ՀԱՏ MERCEDES - A166333091464,Ա/Մ-Ի ՄԵՏԱՂԱՊԱՐՈՒՆԱԿ ՌԵՏԻՆԵ ՍԱՅԼԵՆՏԲԼՈԿ Ml-Class 164 2004-2011 - A166333091464,4016,Mercedes-Benz,Auto Parts,0.0,0.0,3.0
Ա/Մ-Ի ԽՏԱՐԱՐ ՎՈՒԼԿԱՆԱՑՎԱԾ ՌԵՏԻՆԻՑ Mitsubishi ԱՊՐԱՆՔԱՆԻՇԻ P/N 3541A198 Mitsubishi Pajero/Montero Sport / L200 2015-2023 30 ՀԱՏ,Ա/Մ-Ի ԽՏԱՐԱՐ ՎՈՒԼԿԱՆԱՑՎԱԾ ՌԵՏԻՆԻՑ Mitsubishi ԱՊՐԱՆՔԱՆԻՇԻ P/N 3541A198 Mitsubishi Pajero/Montero Sport / L200 2015-2023,4016,Unknown,Clothing,0.0,0.0,30.0
ԱՂՋԻԿՆԵՐԻ ԹԻԿՆԱՊԱՅՈՒՍԱԿ ԵՐԵՍԱՄԱՍԸ ԱՅԼ ՄԱՆԱԾԱԳՈՐԾԱԿԱՆ ՆՅՈՒԹԵՐԻՑ ZARA,ԱՂՋԻԿՆԵՐԻ ԹԻԿՆԱՊԱՅՈՒՍԱԿ ԵՐԵՍԱՄԱՍԸ ԱՅԼ ՄԱՆԱԾԱԳՈՐԾԱԿԱՆ ՆՅՈՒԹԵՐԻՑ,4202,Zara,Clothing,0.0,0.0,0.0
ԿԱՆԱՑԻ ՊԱՅՈՒՍԱԿՆԵՐ ԱՅԼ ՄԱՆԱԾԱԳՈՐԾԱԿԱՆ ՆՅՈՒԹԵՐԻՑ ZARA,ԿԱՆԱՑԻ ՊԱՅՈՒՍԱԿՆԵՐ ԱՅԼ ՄԱՆԱԾԱԳՈՐԾԱԿԱՆ ՆՅՈՒԹԵՐԻՑ,4202,Zara,Clothing,0.0,0.0,0.0
SAMSUNG A520 ռեզին նկարով,A520 ռեզին նկարով,4202,Samsung,Electronics,0.0,0.0,0.0
